tyre_id,brand,tyre_size,width_mm,aspect_ratio,rim_inch,country,region,risk_class,td_current_mm,wear_rate_mm_10000km,remaining_life_km,cost_per_1000km,latitude,longitude,kmeans_cluster,gmm_cluster,dbscan_cluster,pca_1,pca_2
TYR01956,BudgetRoad,225/45 R17,225,45,17,Czechia,Eastern Europe,low,6.06,0.7385408932827949,60389.34391534388,2.0903614921215232,50.13865,14.48938,2,2,-1,-0.3296200065832955,-0.9747867445141606
TYR01957,Bridgestone,205/55 R16,205,55,16,Sweden,Northern Europe,low,5.985,1.0221429756178466,42900.06490872213,3.8289326648691904,59.42115,17.96233,1,1,-1,-0.3609073183952717,1.3983723620115267
TYR01958,Pirelli,225/45 R17,225,45,17,Italy,Southern Europe,low,7.29,0.7565122445796286,75213.58762886598,2.8463489226240752,45.56491,9.11191,3,2,-1,-0.3949780781740525,-1.3960144901617069
TYR01959,Yokohama,205/55 R16,205,55,16,Poland,Eastern Europe,low,7.31,0.8012126461671717,71266.97297297297,2.31850213020225,52.25971,21.00592,0,0,-1,-1.7534231543523957,-0.3233704362215001
TYR01960,Pirelli,195/65 R15,195,65,15,Netherlands,Western Europe,low,6.12,0.7147556672049763,63238.39330543933,2.682867979782268,52.35772,4.93977,0,0,-1,-2.5840054286898098,0.7315206104201366
TYR01961,Michelin,225/45 R17,225,45,17,Germany,Western Europe,low,6.72,0.9103950562789668,56239.32121212122,4.0052003480373335,52.58555,13.52576,2,2,-1,0.6383189309524798,0.041032355914873135
TYR01962,Hankook,235/45 R18,235,45,18,Czechia,Eastern Europe,low,7.3,0.7021349469117477,81180.97560975612,2.368211002758325,50.19526,14.39687,3,3,-1,-0.14872568960340687,-2.067281824769213
TYR01963,Pirelli,235/45 R18,235,45,18,Portugal,Southern Europe,low,6.18,0.35051978789058985,130663.09401709404,1.8676913498072851,38.70229,-9.15445,3,3,-1,-0.9822895377239761,-3.4280795269648063
TYR01964,Pirelli,255/40 R19,255,40,19,Spain,Southern Europe,low,7.49,0.48412242553540646,121663.44067796615,2.1876655655135444,40.41265,-3.74034,3,3,-1,0.20811047287322462,-4.020640626400891
TYR01965,Bridgestone,235/45 R18,235,45,18,Germany,Western Europe,low,4.16,1.076617539458555,23778.174757281562,4.5171197273061265,52.45337,13.30475,4,4,-1,2.3501202609264773,1.5532599016264457
TYR01966,Pirelli,225/45 R17,225,45,17,Italy,Southern Europe,critical,1.1,0.7913452869878794,0.0,3.2234799158569567,45.4436,9.32631,4,4,-1,1.4237232393902477,2.03775395732065
TYR01967,Michelin,255/40 R19,255,40,19,Norway,Northern Europe,low,7.09,0.5708410154588,96173.88819875779,2.7560365026636915,59.97979,10.76558,3,3,-1,0.8391311369678622,-3.0731604432580415
TYR01968,Bridgestone,195/65 R15,195,65,15,France,Western Europe,low,6.12,0.9540584177308089,47376.55384615383,3.2463054198367476,45.76833,4.85045,1,1,-1,-1.9691721644761602,1.610484815142322
TYR01969,Hankook,235/45 R18,235,45,18,Spain,Southern Europe,low,6.1,0.7177706886845563,62694.11764705882,2.934051360760469,40.45297,-3.8826,2,2,-1,0.6149886320616328,-1.012834478080728
TYR01970,BudgetRoad,195/65 R15,195,65,15,Norway,Northern Europe,low,6.6,1.015513370075526,49236.180904522604,2.4569902882285115,59.83133,10.69787,1,1,-1,-2.128892750084242,1.6252895590298966
TYR01971,Pirelli,255/40 R19,255,40,19,Portugal,Southern Europe,low,7.71,0.7114544160991974,85880.41428571424,3.1430405445439584,38.72084,-9.21002,3,3,-1,1.1956195010785549,-2.5393795515101854
TYR01972,Michelin,205/55 R16,205,55,16,Italy,Southern Europe,low,7.23,0.600522193211488,93751.73913043483,2.3578790588982,45.46778,9.11062,0,0,-1,-2.1899141556595563,-1.1940967846429469
TYR01973,Hankook,205/55 R16,205,55,16,Sweden,Northern Europe,low,4.56,0.9636742644294843,30715.773049645384,3.8110149370811683,59.24901,18.12364,1,1,-1,0.01077009838727948,2.1845980573981634
TYR01974,Hankook,235/45 R18,235,45,18,France,Western Europe,low,7.74,0.8154723244569524,75293.78761061955,2.84248750674878,45.60426,4.71771,3,2,-1,0.28393824495048703,-1.5961391477900215
TYR01975,Yokohama,235/45 R18,235,45,18,Portugal,Southern Europe,low,7.17,0.6949598542608456,80148.51456310686,2.427515830322657,38.72172,-9.15623,3,3,-1,-0.05931237681502041,-1.9134967323799945
TYR01976,Continental,255/40 R19,255,40,19,Czechia,Eastern Europe,low,6.98,0.8707097296750019,61788.6744186047,4.745368026728761,50.13864,14.47269,2,2,-1,2.4640755922976383,-0.945350033897182
TYR01977,Continental,225/45 R17,225,45,17,Spain,Southern Europe,low,6.73,0.6963042313872524,73674.69230769231,2.9763749792881278,40.43277,-3.6134,3,3,-1,-0.14463951800439842,-0.9601748923242596
TYR01978,Continental,255/40 R19,255,40,19,Spain,Southern Europe,low,6.71,0.5522972937432609,92522.63333333329,2.745936350737125,40.24744,-3.67863,3,3,-1,1.0824873571813267,-2.600179916176303
TYR01979,BudgetRoad,235/45 R18,235,45,18,Portugal,Southern Europe,low,6.03,0.7144490169181528,62005.82399999999,2.2524011524565775,38.73293,-9.25694,2,2,-1,0.39496738878769616,-1.195013613115157
TYR01980,Goodyear,205/55 R16,205,55,16,Poland,Eastern Europe,medium,3.17,1.0321517699222251,15210.94131455399,5.165361927830333,52.2825,21.12877,1,1,-1,1.036523854924809,3.5170809174406625
TYR01981,Yokohama,235/45 R18,235,45,18,Germany,Western Europe,low,4.95,0.8622983978282854,38849.66049382716,3.249909758249033,52.49553,13.36856,4,2,-1,1.3561328045849141,0.2670268612912081
TYR01982,Pirelli,195/65 R15,195,65,15,Netherlands,Western Europe,low,7.1,0.4761468729969787,115510.57692307682,2.122930683443257,52.3136,4.85775,0,0,-1,-3.636780867954748,-0.9217340260508702
TYR01983,Yokohama,255/40 R19,255,40,19,France,Western Europe,low,7.33,0.8160142802499039,70219.35937500004,2.8158895063117226,45.67484,4.95938,2,2,-1,1.3183576093774174,-2.21476053090697
TYR01984,Hankook,195/65 R15,195,65,15,Portugal,Southern Europe,low,6.54,0.7644810349897088,64619.00000000001,2.426247182201313,38.72178,-9.28082,0,0,-1,-2.6742049549318145,0.5616315333712066
TYR01985,Pirelli,255/40 R19,255,40,19,Portugal,Southern Europe,low,7.23,0.626413781103184,89876.6944444445,3.1453863638543345,38.69059,-9.08305,3,3,-1,1.2126092495751952,-2.6060872129520547
TYR01986,Bridgestone,225/45 R17,225,45,17,Czechia,Eastern Europe,low,4.94,1.0212244027303752,32705.83812010445,3.7028998636240305,50.04118,14.57372,4,4,-1,1.111992795086079,1.0075158385360279
TYR01987,Yokohama,195/65 R15,195,65,15,Italy,Southern Europe,low,6.46,0.5724254483999345,84901.88571428572,1.9763690819967283,45.46678,9.12359,0,0,-1,-3.1842084208400125,-0.19666753838507015
TYR01988,Bridgestone,225/45 R17,225,45,17,Netherlands,Western Europe,low,5.77,0.6427348508237675,64879.008733624425,2.53014663412514,52.47508,4.89936,2,2,-1,-0.2218049160245844,-0.968106281024648
TYR01989,Hankook,205/55 R16,205,55,16,Germany,Western Europe,low,6.85,0.8417585433917378,62369.429347826095,2.554244471442856,52.54921,13.37888,0,1,-1,-1.5418614319913229,-0.07790760711156011
TYR01990,Pirelli,225/45 R17,225,45,17,Netherlands,Western Europe,low,4.37,0.6761006289308175,40970.23255813954,2.969834614488702,52.33876,4.78285,2,2,-1,0.484487064198115,0.19139582241339428
TYR01991,BudgetRoad,195/65 R15,195,65,15,Norway,Northern Europe,low,4.36,1.0117949577952932,27278.254143646413,2.7358110998317557,59.8642,10.83547,1,1,-1,-1.53298579547352,2.686278846279255
TYR01992,Yokohama,195/65 R15,195,65,15,Poland,Eastern Europe,low,6.72,0.6755539542424789,75789.65333333332,2.39010298495874,52.26841,20.94825,0,0,-1,-2.9442405412343535,0.12255398635002179
TYR01993,Continental,225/45 R17,225,45,17,Netherlands,Western Europe,low,6.51,0.5830029649865076,84219.12571428572,2.5834209463486206,52.52601,4.7128,3,3,-1,-0.5415424695662197,-1.5456894942880408
TYR01994,Yokohama,235/45 R18,235,45,18,Spain,Southern Europe,low,4.43,0.8108975293877433,34899.60071942445,3.623165324711795,40.46047,-3.55158,4,2,-1,1.5471522441051389,0.45068781307457734
TYR01995,Bridgestone,195/65 R15,195,65,15,Germany,Western Europe,low,5.58,1.0995052226498079,36198.09999999999,4.033012730478182,52.60414,13.32301,1,1,-1,-1.2635627339833728,2.6141473436838183
TYR01996,Pirelli,195/65 R15,195,65,15,Netherlands,Western Europe,low,4.91,0.9170144507849987,36095.396284829716,3.813321865986058,52.30872,4.92495,1,1,-1,-1.243562249693406,2.6559055812791112
TYR01997,Yokohama,235/45 R18,235,45,18,Spain,Southern Europe,low,6.94,0.8100546995699196,65921.4742268041,2.7338233397985374,40.54173,-3.78241,2,2,-1,0.5110125506913369,-1.1427363051708928
TYR01998,Pirelli,225/45 R17,225,45,17,France,Western Europe,low,6.52,0.9709631402144409,50671.336492890965,3.90526070975296,45.75154,4.84805,2,2,-1,0.7354816631447514,0.24550273467622813
TYR01999,Michelin,205/55 R16,205,55,16,Norway,Northern Europe,low,5.95,0.8544102019128585,50912.31343283583,4.187684719186734,59.97654,11.01684,1,1,-1,-0.39592909012530314,1.4030054623851533
TYR02000,Goodyear,195/65 R15,195,65,15,Italy,Southern Europe,low,6.35,0.6830543492009951,69540.58641975309,2.7159184547194353,45.45758,9.17195,0,0,-1,-2.677764249754124,0.6120760598846351
TYR02001,Pirelli,205/55 R16,205,55,16,Norway,Northern Europe,low,4.67,0.9446998110600376,32497.095522388063,3.8360404010162186,59.96112,10.68095,1,1,-1,-0.1945252641050426,2.0180772393988944
TYR02002,Goodyear,235/45 R18,235,45,18,France,Western Europe,low,5.11,0.626823732843402,55996.60344827588,3.4508635556332465,45.82129,4.77289,2,2,-1,0.7981635342575094,-0.7258275322252088
TYR02003,Pirelli,255/40 R19,255,40,19,Italy,Southern Europe,low,7.23,0.709219858156028,79383.00000000006,3.7477471151370434,45.58661,9.10376,2,3,-1,1.5524087090700924,-2.150155777593993
TYR02004,Pirelli,205/55 R16,205,55,16,Sweden,Northern Europe,low,5.88,0.9240979543831647,46315.436363636356,3.7548609782266555,59.28971,18.11004,1,1,-1,-0.5487723525833661,1.1061300855720864
TYR02005,Goodyear,255/40 R19,255,40,19,Czechia,Eastern Europe,low,5.41,0.9437641369627954,40370.2561983471,5.13025943216405,50.0238,14.31636,4,4,-1,3.2017945727441637,0.1275731553456964
TYR02006,BudgetRoad,225/45 R17,225,45,17,Portugal,Southern Europe,low,5.97,0.7473967080953983,58469.61797752806,2.136875133600025,38.80043,-9.1729,2,2,-1,-0.17383124854699258,-0.83887344354204
TYR02007,Bridgestone,205/55 R16,205,55,16,Sweden,Northern Europe,low,5.75,0.6912577950347099,60035.489361702144,2.4137658729081246,59.28018,18.14401,0,0,-1,-1.496379499388554,0.10688435566824459
TYR02008,Yokohama,255/40 R19,255,40,19,Spain,Southern Europe,low,6.22,0.591861898890259,78058.74999999999,2.552633251554019,40.33491,-3.61179,3,3,-1,1.05017368824242,-2.533727262100678
TYR02009,Hankook,195/65 R15,195,65,15,Poland,Eastern Europe,low,4.83,0.9261605157222079,34875.16413373861,3.0628639631905292,52.26597,21.13628,1,1,-1,-1.5909569876759677,2.432920335091902
TYR02010,Continental,195/65 R15,195,65,15,Germany,Western Europe,low,5.84,0.8831841733396137,48008.10666666667,4.136676810659104,52.59855,13.41612,1,1,-1,-1.4465361537408687,2.097534510935153
TYR02011,Goodyear,235/45 R18,235,45,18,Netherlands,Western Europe,low,5.37,0.6579613321186356,57298.19999999999,3.8984208928029163,52.37678,4.88276,2,2,-1,1.1399283198263261,-0.46488677121080213
TYR02012,Pirelli,235/45 R18,235,45,18,Portugal,Southern Europe,low,6.47,0.8970632454645686,54288.25698324021,3.790967724264307,38.75217,-9.11724,2,2,-1,1.1963680743664904,-0.4028098678398964
TYR02013,Bridgestone,225/45 R17,225,45,17,Norway,Northern Europe,low,6.66,0.708054831766172,71463.39199999999,3.3771185763604934,59.94207,10.59241,2,2,-1,0.08762679647295481,-0.8813176977324035
TYR02014,Bridgestone,255/40 R19,255,40,19,Norway,Northern Europe,low,7.62,0.6664078674948242,90335.06796116501,2.885971432976522,59.74583,10.73499,3,3,-1,1.0886321433331312,-2.7755535175490667
TYR02015,Pirelli,205/55 R16,205,55,16,Germany,Western Europe,low,6.83,0.9073016177811918,57643.45502645502,3.3231196051261107,52.54992,13.34091,1,1,-1,-0.8381873486384905,0.7396639290281471
TYR02016,Goodyear,195/65 R15,195,65,15,Spain,Southern Europe,low,7.56,0.5264578833693312,113209.43589743573,2.3200625839696634,40.27887,-3.7453,0,0,-1,-3.512939871387411,-0.9223270267838272
TYR02017,Michelin,195/65 R15,195,65,15,Germany,Western Europe,low,7.92,0.4096909615092815,154262.61728395053,1.6373273419645127,52.45642,13.46524,0,0,-1,-4.52662670469839,-2.274062116615803
TYR02018,BudgetRoad,225/45 R17,225,45,17,Germany,Western Europe,critical,1.35,1.1788965839234302,0.0,3.458680258345654,52.44406,13.52822,4,4,-1,2.1282031767638707,2.981336797620732
TYR02019,Goodyear,205/55 R16,205,55,16,Poland,Eastern Europe,low,6.39,0.8416075650118204,56914.88764044942,3.735994616981696,52.30707,20.95648,1,1,-1,-0.7491257354933518,0.8071562171462083
TYR02020,Michelin,235/45 R18,235,45,18,Sweden,Northern Europe,low,6.11,0.7055612873165374,63920.74056603773,3.51652596954565,59.32932,18.12519,2,2,-1,0.6973710445385668,-1.0303055438383413
TYR02021,Bridgestone,235/45 R18,235,45,18,Czechia,Eastern Europe,low,4.65,1.3240441127913887,23035.48628428928,5.106759375539592,50.17595,14.53935,4,4,-1,2.7690593941346258,2.097662992746706
TYR02022,Pirelli,195/65 R15,195,65,15,Poland,Eastern Europe,low,6.52,1.0342123321243022,47572.43601895731,4.117283149240802,52.3652,20.97862,1,1,-1,-1.4447730340671807,2.2454228251465547
TYR02023,Continental,235/45 R18,235,45,18,Sweden,Northern Europe,low,5.17,1.0580839383743579,33740.23430962343,5.842363142275461,59.47622,18.06229,4,4,-1,2.477088632958306,1.3723173250166898
TYR02024,Yokohama,225/45 R17,225,45,17,Poland,Eastern Europe,low,6.57,0.7611726580752127,65293.99009900993,2.5502006408388276,52.3228,21.06078,2,2,-1,-0.04187145326504342,-0.7326644211972956
TYR02025,Goodyear,225/45 R17,225,45,17,Spain,Southern Europe,low,6.46,0.6443954553162623,75419.52631578948,3.336679667627607,40.41766,-3.66666,2,3,-1,-0.022242735357301105,-0.8650193353856467
TYR02026,Goodyear,225/45 R17,225,45,17,Sweden,Northern Europe,low,7.0,1.0044395116537184,53761.32596685082,3.625455457874669,59.30783,18.09736,2,2,-1,0.42891949055817086,-0.15549968344730464
TYR02027,Bridgestone,225/45 R17,225,45,17,Germany,Western Europe,low,6.57,0.9497298182413625,52330.6724137931,4.085387532986376,52.33223,13.43128,2,2,-1,0.794032029265871,0.3054589383876713
TYR02028,Yokohama,255/40 R19,255,40,19,Poland,Eastern Europe,low,6.96,0.655850880220918,81725.89473684212,2.625868319943326,52.2657,21.17811,3,3,-1,1.0658374243215032,-2.737739320727138
TYR02029,Yokohama,205/55 R16,205,55,16,France,Western Europe,low,5.71,0.7839866555462885,52424.36170212765,2.9888346020125294,45.70467,4.80206,1,1,-1,-1.0512515717688509,0.6582356351909032
TYR02030,Michelin,255/40 R19,255,40,19,Netherlands,Western Europe,low,5.93,0.7344104686874084,58958.854545454524,4.117365447025762,52.33867,4.86864,2,2,-1,2.2208218846551833,-1.192706119876893
TYR02031,Yokohama,195/65 R15,195,65,15,Czechia,Eastern Europe,low,5.26,0.6678129127108721,54805.768656716406,2.2315905944309993,50.12097,14.36698,0,0,-1,-2.5211978009478306,1.0622969103684794
TYR02032,Continental,205/55 R16,205,55,16,Germany,Western Europe,low,5.54,0.7841223360989101,50247.26141078838,3.818490551053008,52.45945,13.43543,1,1,-1,-0.6690843522395822,1.041691156461066
TYR02033,Yokohama,235/45 R18,235,45,18,Netherlands,Western Europe,low,6.45,0.8675316837658414,55905.739130434806,3.5038158821162733,52.52707,4.83618,2,2,-1,0.9804627557557811,-0.5584471236579455
TYR02034,Michelin,205/55 R16,205,55,16,Poland,Eastern Europe,low,7.2,0.8036558462023325,69681.56862745095,3.588408332008269,52.26498,21.02555,0,0,-1,-1.1162722803261662,0.2778769362026427
TYR02035,Continental,225/45 R17,225,45,17,France,Western Europe,low,6.78,0.7217252258092394,71772.4670658683,2.8955405336773024,45.73918,4.93074,2,2,-1,-0.16921709838176907,-0.9976348852720178
TYR02036,Goodyear,195/65 R15,195,65,15,Germany,Western Europe,low,5.78,0.9900385014972806,42220.58024691357,4.778813428951357,52.6962,13.35917,1,1,-1,-1.2420245898385032,2.3632726902714616
TYR02037,Continental,225/45 R17,225,45,17,Netherlands,Western Europe,low,7.49,0.5427728613569321,108516.84782608696,2.515564911915931,52.16367,4.80938,3,3,-1,-1.0779880624823122,-2.3522057788396955
TYR02038,Hankook,255/40 R19,255,40,19,Czechia,Eastern Europe,low,6.69,1.238757848294587,41089.54794520548,4.908885299287679,50.14442,14.47119,4,4,-1,3.128140005402908,0.23358572753578452
TYR02039,Michelin,225/45 R17,225,45,17,Sweden,Northern Europe,low,5.98,0.8839985080193954,49547.59493670889,4.2189647312362695,59.45676,18.17046,2,2,-1,0.8484932263325983,0.3760262537548305
TYR02040,BudgetRoad,205/55 R16,205,55,16,Spain,Southern Europe,low,6.5,0.6925305632110808,70754.99999999999,1.767366263868278,40.4935,-3.7453,0,0,-1,-2.0177527415341574,-0.5908112724244248
TYR02041,Continental,235/45 R18,235,45,18,Spain,Southern Europe,low,7.02,0.45119347952648975,120125.84946236551,1.9058128358833872,40.42373,-3.61705,3,3,-1,-0.8633041336130043,-3.3201936420135887
TYR02042,Michelin,235/45 R18,235,45,18,Sweden,Northern Europe,low,6.54,0.49329242615653,100143.43902439025,2.384596579207737,59.33318,18.1076,3,3,-1,-0.37636863463038817,-2.5242324151114692
TYR02043,Michelin,205/55 R16,205,55,16,Czechia,Eastern Europe,low,5.92,0.5324459234608986,81135.0,2.7858331352507726,50.10213,14.34969,0,0,-1,-1.7537433780927958,-0.4718506545703964
TYR02044,Michelin,255/40 R19,255,40,19,Norway,Northern Europe,low,4.19,0.8917954815695599,29042.53333333334,5.205117763106079,59.86812,10.63998,4,4,-1,3.3756336262626037,0.5801911707798983
TYR02045,Pirelli,255/40 R19,255,40,19,Netherlands,Western Europe,low,7.8,0.5275438774474998,117525.7692307691,2.3554206099605333,52.25506,4.88567,3,3,-1,0.290731323303022,-3.9183025178437867
TYR02046,BudgetRoad,255/40 R19,255,40,19,Netherlands,Western Europe,low,6.7,1.0582319925163701,48193.59116022101,2.807454252794515,52.38687,4.9265,2,4,-1,2.128747157151301,-1.0465998865021138
TYR02047,Pirelli,255/40 R19,255,40,19,Sweden,Northern Europe,medium,3.21,1.217844063010193,13220.08333333333,4.921080687151006,59.18813,17.98208,4,4,-1,3.972526820234357,1.7095158241078168
TYR02048,Yokohama,195/65 R15,195,65,15,Norway,Northern Europe,medium,3.48,1.2963148575055963,14502.649484536081,4.8546541304259065,59.78989,10.76778,1,1,-1,-0.08074716979236117,4.462835402152452
TYR02049,Continental,255/40 R19,255,40,19,Netherlands,Western Europe,low,5.78,0.5520034100596758,75724.16988416991,2.57346109723833,52.31106,4.86832,3,3,-1,1.180872423199201,-2.4655847591450053
TYR02050,Michelin,235/45 R18,235,45,18,Norway,Northern Europe,low,7.5,0.6952085625687708,84866.61870503594,3.02601685855551,59.88284,10.84132,3,3,-1,0.17507385625222585,-1.8318535584332407
TYR02051,Goodyear,235/45 R18,235,45,18,Poland,Eastern Europe,low,7.19,0.7458563535911599,74947.40740740745,3.4955024171270703,52.24101,20.95837,2,2,-1,0.5278939460027663,-1.3727389922288895
TYR02052,Michelin,205/55 R16,205,55,16,Norway,Northern Europe,low,4.28,0.893424135590251,29996.950980392165,3.65973487257835,59.82381,10.71793,1,1,-1,-0.13722335825413678,2.059144258050943
TYR02053,Pirelli,225/45 R17,225,45,17,France,Western Europe,low,5.55,0.903335678057088,43726.823770491785,4.475823302498508,45.78789,4.8348,4,2,-1,1.0860338042060154,0.7111436199839132
TYR02054,Hankook,225/45 R17,225,45,17,Netherlands,Western Europe,low,7.46,0.5669379736177382,103362.27722772269,1.917438692432045,52.29597,4.93989,3,3,-1,-1.2734239375267202,-2.549247813043058
TYR02055,Pirelli,255/40 R19,255,40,19,Czechia,Eastern Europe,low,5.65,0.9409488633865364,43041.65887850469,4.839578184755599,50.05762,14.29674,4,2,-1,3.0596398253312107,-0.08923744673225806
TYR02056,Continental,225/45 R17,225,45,17,Germany,Western Europe,low,6.2,0.829406220546654,55461.36363636363,3.462198176431075,52.42479,13.36886,2,2,-1,0.4213285916706986,-0.2938772302364832
TYR02057,BudgetRoad,195/65 R15,195,65,15,Sweden,Northern Europe,low,4.54,1.0383814340969948,28313.29512893983,2.9631821048593716,59.20962,17.92101,1,1,-1,-1.315530815696071,2.7640006463862883
TYR02058,Michelin,205/55 R16,205,55,16,Norway,Northern Europe,low,6.24,1.1229255689158302,41320.637168141606,4.928341304851895,59.83839,10.72906,1,1,-1,0.1502916518253249,2.0669160731158134
TYR02059,Michelin,205/55 R16,205,55,16,Germany,Western Europe,medium,2.86,0.6522058725258277,19319.05327868852,3.488026748555473,52.6595,13.43503,1,1,-1,-0.25968506455380586,2.0794959621120737
TYR02060,BudgetRoad,255/40 R19,255,40,19,France,Western Europe,medium,3.53,0.9641135511515802,20018.388888888883,3.0910560780893785,45.70888,4.92834,4,4,-1,2.763982149850251,0.2651974327035705
TYR02061,BudgetRoad,205/55 R16,205,55,16,Italy,Southern Europe,low,5.7,0.7743725564383906,52946.09120521173,1.5972378991865213,45.53591,9.14144,0,1,-1,-1.5856964488059644,0.1717072175480232
TYR02062,Goodyear,205/55 R16,205,55,16,Germany,Western Europe,low,7.67,0.896531452087008,67705.3770491803,3.2955217176372504,52.396,13.48485,0,1,-1,-1.2940530970049424,0.13819741652701448
TYR02063,Yokohama,235/45 R18,235,45,18,France,Western Europe,low,5.92,0.9468700683850605,45624.0,3.711935238763224,45.98019,4.93089,2,2,-1,1.4187611435106495,0.03885312959945146
TYR02064,Hankook,255/40 R19,255,40,19,Spain,Southern Europe,low,4.82,0.8157849472934123,39471.18674698795,3.226965838911403,40.39458,-3.79322,2,2,-1,2.356162362052188,-0.622346410250767
TYR02065,Continental,235/45 R18,235,45,18,Sweden,Northern Europe,low,4.72,0.9759151506223762,31969.99245283018,5.593329988055802,59.27639,18.00401,4,4,-1,2.503900660092446,1.4063412742740438
TYR02066,Bridgestone,195/65 R15,195,65,15,Spain,Southern Europe,low,5.89,0.5465310459996965,78495.0833333333,2.167906482465463,40.4387,-3.64813,0,0,-1,-2.983682437745892,0.18580105264563718
TYR02067,BudgetRoad,225/45 R17,225,45,17,Norway,Northern Europe,low,6.63,0.9675453298796286,51987.228346456664,2.6274230958064586,59.84881,10.87719,2,2,-1,0.1788126002859566,-0.272161614595903
TYR02068,Goodyear,235/45 R18,235,45,18,Portugal,Southern Europe,medium,3.85,0.7802624122749661,28836.452513966484,3.9698359644768524,38.77884,-9.1535,4,4,-1,1.7406319440983828,0.7648395363615945
TYR02069,Yokohama,235/45 R18,235,45,18,France,Western Europe,low,6.6,0.7320004370151861,68305.97014925374,3.148505583408529,45.72681,4.90389,2,2,-1,0.6336763999943553,-1.020965528647516
TYR02070,Pirelli,225/45 R17,225,45,17,Sweden,Northern Europe,low,6.94,0.7406477529500375,72099.05084745765,3.474549719952292,59.3239,18.16142,2,2,-1,-0.12758614006932487,-1.0573425946593704
TYR02071,BudgetRoad,235/45 R18,235,45,18,France,Western Europe,low,6.05,1.104317444472174,40296.38418079094,3.238916903457536,45.8992,4.78881,2,4,-1,1.3674852933910515,0.1195582695722272
TYR02072,Hankook,205/55 R16,205,55,16,Spain,Southern Europe,low,5.75,0.957814661134163,43327.79783393503,2.767835228135817,40.32472,-3.774,1,1,-1,-0.8183481331149798,1.1514435606190982
TYR02073,Continental,235/45 R18,235,45,18,Netherlands,Western Europe,low,5.56,0.5941329372447085,66651.75,3.3245869226815663,52.31637,4.84755,2,3,-1,0.6673527493715462,-1.079275260877572
TYR02074,Yokohama,205/55 R16,205,55,16,Poland,Eastern Europe,low,5.85,1.0512939001848431,40426.37362637362,3.2508778712879156,52.33144,21.06624,1,1,-1,-0.4556516620400539,1.5323948724314151
TYR02075,Hankook,255/40 R19,255,40,19,Netherlands,Western Europe,low,7.57,0.81267443769496,73461.1515151515,2.8256783609508664,52.34278,4.94611,2,2,-1,1.4072343759276378,-2.23133984723024
TYR02076,Hankook,195/65 R15,195,65,15,France,Western Europe,low,6.01,0.6294964028776978,70056.0,1.9164243073626206,45.72838,4.73055,0,0,-1,-2.963102940915811,0.24796742158901647
TYR02077,Yokohama,235/45 R18,235,45,18,Poland,Eastern Europe,low,6.58,1.1457473162675478,43465.08108108107,3.4120991604734385,52.28243,21.01709,2,4,-1,1.2952479670440737,0.06614773389422425
TYR02078,Hankook,225/45 R17,225,45,17,Germany,Western Europe,medium,3.84,1.025063525063525,21852.304225352116,4.021294111967687,52.47673,13.41624,4,4,-1,1.4967993681545273,1.5557132095403088
TYR02079,BudgetRoad,255/40 R19,255,40,19,Germany,Western Europe,low,5.3,1.0857810269498636,34076.852589641436,3.5276518518100564,52.44016,13.39626,4,4,-1,2.8440699654543065,0.21999740264752093
TYR02080,Hankook,225/45 R17,225,45,17,Czechia,Eastern Europe,low,5.5,1.2759078575140002,30566.4705882353,5.3748923640839354,50.06319,14.4972,4,4,-1,2.1355499052860982,2.1466859069839734
TYR02081,Michelin,195/65 R15,195,65,15,Netherlands,Western Europe,low,7.46,0.40564903846153816,144459.85185185194,1.6371504204998881,52.27518,4.84029,0,0,-1,-4.345115146211883,-1.9342762188394234
TYR02082,Pirelli,235/45 R18,235,45,18,Germany,Western Europe,low,7.38,0.8927878270320623,64741.02608695655,3.645099390771309,52.56813,13.38171,2,2,-1,0.8383187693398172,-0.8717690445769207
TYR02083,Michelin,255/40 R19,255,40,19,Spain,Southern Europe,low,6.96,0.5543856633288926,96683.5968992248,2.902146422827881,40.45815,-3.71514,3,3,-1,0.943536539187856,-2.838924565813447
TYR02084,Michelin,205/55 R16,205,55,16,Poland,Eastern Europe,low,6.65,0.7749740100179562,65163.47560975615,4.019171002892103,52.32384,20.96695,0,0,-1,-0.9745526974366555,0.44094253827330565
TYR02085,Michelin,195/65 R15,195,65,15,Sweden,Northern Europe,low,6.2,1.053107344632768,43680.25751072963,4.117908055535174,59.19169,18.11827,1,1,-1,-1.2846364289233327,2.3833934457579105
TYR02086,Hankook,205/55 R16,205,55,16,Portugal,Southern Europe,low,4.92,0.7998634379496182,41507.085365853665,2.478364743343893,38.7319,-8.94154,1,1,-1,-0.9156281701570725,0.9587352953111792
TYR02087,Continental,225/45 R17,225,45,17,Portugal,Southern Europe,low,7.39,0.4900904782421376,118141.45054945038,2.276872584513883,38.71992,-9.15,3,3,-1,-1.171560475310688,-2.7128008090207847
TYR02088,Goodyear,205/55 R16,205,55,16,Poland,Eastern Europe,low,6.62,0.6355371171330216,78988.30555555553,2.505944496534416,52.09428,21.05248,0,0,-1,-1.8640019427239412,-0.6044997740485804
TYR02089,Michelin,225/45 R17,225,45,17,Italy,Southern Europe,low,7.84,0.3570050173678126,174787.459459459,1.6299628470715908,45.49475,9.21548,3,3,-1,-2.26555713022383,-4.34213904203332
