tyre_id,brand,model,tyre_size,width_mm,aspect_ratio,rim_inch,season_type,tyre_segment,vehicle_type,vehicle_weight_kg,drive_type,wheel_position,country,region,city,latitude,longitude,climate_zone,road_type,measurement_date,season_of_year,mileage_km,td_initial_mm,td_current_mm,td_inner_mm,td_center_mm,td_outer_mm,wear_mm,wear_rate_mm_10000km,predicted_life_km,remaining_life_km,fuel_efficiency_class,wet_grip_class,noise_db,rolling_resistance,price_eur,cost_per_1000km,risk_class,cluster_id,risk_binary
TYR01733,Hankook,HAN-Eco-666,235/45 R18,235,45,18,winter,mid-range,fleet,1616.0,awd,front_right,Portugal,Southern Europe,Lisbon,38.66305,-9.17948,mediterranean,rural,2025-09-03,autumn,44003.0,8.54,5.99,5.53,6.08,5.61,2.549999999999999,0.5795059427766286,119757.18431372553,75754.18431372553,C,B,72.1,5.72,223.85,1.8691989234949324,low,0,0
TYR01734,Yokohama,YOK-Tour-837,205/55 R16,205,55,16,summer,mid-range,family,1387.0,rwd,rear_left,Netherlands,Western Europe,Amsterdam,52.31352,4.84038,oceanic,urban,2019-07-13,summer,35627.0,7.22,5.12,4.89,5.13,4.94,2.0999999999999996,0.5894405928088247,95344.6380952381,59717.63809523811,A,A,72.8,7.03,214.69,2.251725994130366,low,0,0
TYR01735,Yokohama,YOK-Tour-885,195/65 R15,195,65,15,all-season,mid-range,fleet,1678.0,rwd,front_right,Sweden,Northern Europe,Stockholm,59.3657,18.06827,cold,urban,2023-01-04,winter,17717.0,7.52,5.96,5.63,5.98,5.92,1.5599999999999996,0.8805102443980356,67233.7435897436,49516.74358974359,B,A,72.5,5.67,211.16,3.140684851471102,low,0,0
TYR01736,Pirelli,PIR-Eco-769,235/45 R18,235,45,18,all-season,premium,suv,2038.0,rwd,rear_right,Czechia,Eastern Europe,Prague,50.06687,14.49227,continental,rural,2019-08-01,summer,30160.0,8.25,5.15,5.01,5.16,5.0,3.0999999999999996,1.0278514588859415,64698.06451612904,34538.06451612904,B,B,72.1,7.16,283.83,4.386993677828523,low,0,0
TYR01737,BudgetRoad,BUD-Eco-336,205/55 R16,205,55,16,winter,budget,city,1158.0,fwd,front_left,Spain,Southern Europe,Madrid,40.31415,-3.70638,mediterranean,highway,2023-10-18,autumn,19199.0,7.58,6.69,6.54,6.66,6.52,0.8899999999999997,0.46356581071930814,129000.02247191015,109801.02247191015,B,C,71.1,6.36,179.16,1.38883696736574,low,0,0
TYR01738,Bridgestone,BRI-Drive-672,225/45 R17,225,45,17,winter,mid-range,family,1437.0,awd,front_left,Germany,Western Europe,Berlin,52.5034,13.50393,continental,mountain,2024-06-05,summer,14773.0,8.28,6.82,6.63,6.83,6.74,1.459999999999999,0.9882894469640554,67591.53424657538,52818.534246575386,B,B,72.4,7.01,255.94,3.7865688780835383,low,0,0
TYR01739,Hankook,HAN-Sport-546,205/55 R16,205,55,16,winter,mid-range,city,1162.0,rwd,front_right,Sweden,Northern Europe,Stockholm,59.37491,17.97634,cold,highway,2020-04-23,spring,27151.0,8.07,5.92,5.66,6.0,5.72,2.1500000000000004,0.7918677028470408,81705.56744186046,54554.56744186046,B,B,73.6,6.34,220.33,2.6966338634975036,low,0,0
TYR01740,Goodyear,GOO-Tour-550,225/45 R17,225,45,17,winter,premium,family,1457.0,fwd,front_right,Norway,Northern Europe,Oslo,59.77507,10.71531,cold,urban,2025-10-30,autumn,45205.0,7.49,3.05,2.79,2.96,2.96,4.44,0.9821922353721934,59967.89414414414,14762.89414414414,A,A,75.0,7.88,277.23,4.622973742143178,medium,1,0
TYR01741,Bridgestone,BRI-Sport-328,235/45 R18,235,45,18,winter,mid-range,ev,1664.0,rwd,rear_left,Portugal,Southern Europe,Lisbon,38.70403,-9.07772,mediterranean,rural,2022-03-27,spring,17691.0,7.75,6.35,6.21,6.31,6.34,1.4000000000000004,0.791362839862077,77714.0357142857,60023.035714285696,C,B,72.7,5.65,309.89,3.987567974713155,low,0,0
TYR01742,Yokohama,YOK-Grip-394,225/45 R17,225,45,17,summer,mid-range,city,1422.0,fwd,front_right,Czechia,Eastern Europe,Prague,50.1201,14.35118,continental,mixed,2019-01-26,winter,8953.0,8.44,7.66,7.52,7.72,7.66,0.7799999999999994,0.871216352060761,78510.92307692314,69557.92307692314,B,A,71.6,6.59,208.17,2.651478187258606,low,0,0
TYR01743,Hankook,HAN-Eco-989,205/55 R16,205,55,16,summer,mid-range,family,1389.0,awd,front_left,Netherlands,Western Europe,Amsterdam,52.41033,4.75517,oceanic,urban,2021-10-17,autumn,19776.0,8.13,6.63,6.23,6.6,6.56,1.5000000000000009,0.7584951456310685,86091.51999999995,66315.51999999995,B,C,74.8,6.02,214.81,2.4951354093875926,low,0,0
TYR01744,BudgetRoad,BUD-Sport-849,205/55 R16,205,55,16,all-season,budget,family,1629.0,awd,rear_right,Spain,Southern Europe,Madrid,40.3906,-3.6526,mediterranean,mountain,2020-10-05,autumn,21866.0,7.97,6.54,6.33,6.58,6.16,1.4299999999999997,0.6539833531510105,97403.09090909093,75537.09090909093,B,B,73.8,7.31,159.73,1.6398863579091196,low,0,0
TYR01745,Hankook,HAN-Tour-243,255/40 R19,255,40,19,winter,mid-range,suv,1942.0,awd,rear_left,France,Western Europe,Lyon,45.66341,4.83437,temperate,highway,2021-01-11,winter,36101.0,7.7,5.42,5.25,5.31,5.34,2.2800000000000002,0.631561452591341,96586.00877192982,60485.00877192982,C,B,70.4,5.59,252.66,2.615906829700463,low,0,0
TYR01746,Continental,CON-Tour-153,235/45 R18,235,45,18,summer,premium,fleet,1588.0,rwd,rear_right,Netherlands,Western Europe,Amsterdam,52.4632,4.82831,oceanic,mixed,2025-11-23,autumn,38662.0,8.0,4.59,4.19,4.62,4.53,3.41,0.8820030003621127,72562.11143695014,33900.111436950145,A,A,74.3,7.11,317.41,4.374321442889659,low,0,0
TYR01747,Michelin,MIC-Tour-753,225/45 R17,225,45,17,winter,premium,fleet,1776.0,fwd,rear_left,Poland,Eastern Europe,Warsaw,52.30959,20.90665,continental,mountain,2024-02-04,winter,23853.0,7.67,5.39,4.87,5.31,5.31,2.2800000000000002,0.955854609483084,63503.38157894736,39650.38157894736,B,B,75.3,6.88,329.06,5.181771298130208,low,0,0
TYR01748,Hankook,HAN-Sport-570,205/55 R16,205,55,16,winter,mid-range,ev,1817.0,awd,rear_left,France,Western Europe,Lyon,45.7327,4.72835,temperate,urban,2024-03-04,spring,34817.0,8.9,6.21,6.03,6.09,5.84,2.6900000000000004,0.7726110807938652,94484.79553903345,59667.79553903345,A,C,73.4,7.96,246.09,2.604546039350168,low,0,0
TYR01749,Bridgestone,BRI-Grip-227,225/45 R17,225,45,17,all-season,mid-range,family,1584.0,fwd,rear_left,France,Western Europe,Lyon,45.79869,4.81201,temperate,highway,2024-06-23,summer,14150.0,8.6,7.79,7.42,7.59,7.7,0.8099999999999996,0.5724381625441693,122283.950617284,108133.950617284,C,A,71.2,5.44,250.06,2.0449126703685,low,0,0
TYR01750,Pirelli,PIR-Drive-138,235/45 R18,235,45,18,summer,premium,city,1163.0,awd,front_right,Poland,Eastern Europe,Warsaw,52.22119,21.05488,continental,highway,2024-11-04,autumn,25577.0,8.5,6.36,6.17,6.56,6.36,2.1399999999999997,0.8366892129647728,82467.89719626169,56890.89719626169,E,E,72.2,2.93,294.2,3.5674487891918285,low,0,0
TYR01751,BudgetRoad,BUD-Eco-392,255/40 R19,255,40,19,all-season,budget,family,1555.0,awd,front_left,Poland,Eastern Europe,Warsaw,52.23455,20.98295,continental,mixed,2020-12-14,winter,26003.0,7.45,5.17,4.89,5.21,5.15,2.2800000000000002,0.8768219051647888,66718.22368421052,40715.22368421052,B,B,74.1,6.18,192.74,2.8888658803668616,low,0,0
TYR01752,Yokohama,YOK-Grip-435,205/55 R16,205,55,16,winter,mid-range,city,1324.0,rwd,front_right,Poland,Eastern Europe,Warsaw,52.26757,20.90266,continental,urban,2023-12-29,winter,27640.0,8.08,5.91,5.83,6.07,5.73,2.17,0.7850940665701881,82537.88018433179,54897.8801843318,C,B,70.7,5.38,208.82,2.5299898608207823,low,0,0
TYR01753,BudgetRoad,BUD-Tour-990,255/40 R19,255,40,19,summer,budget,city,1300.0,awd,front_left,France,Western Europe,Lyon,45.90521,4.7519,temperate,mixed,2023-10-07,autumn,25861.0,8.65,6.4,6.17,6.32,6.18,2.25,0.870035961486408,81031.13333333335,55170.133333333346,C,A,74.6,5.96,214.03,2.641330451587743,low,0,0
TYR01754,BudgetRoad,BUD-Eco-417,195/65 R15,195,65,15,all-season,budget,ev,1910.0,rwd,rear_right,Sweden,Northern Europe,Stockholm,59.28889,18.11386,cold,highway,2025-08-23,summer,25905.0,7.79,4.92,4.69,4.77,4.86,2.87,1.1078942289133373,55871.759581881524,29966.759581881524,D,C,74.6,4.51,192.86,3.45183329544792,low,0,0
TYR01755,Pirelli,PIR-Eco-724,235/45 R18,235,45,18,summer,premium,fleet,1493.0,awd,rear_left,France,Western Europe,Lyon,45.82338,4.87959,temperate,mountain,2023-10-28,autumn,11375.0,8.16,7.22,7.0,7.25,7.17,0.9400000000000004,0.8263736263736268,79382.97872340422,68007.97872340422,B,D,76.5,6.65,291.12,3.6672849102117415,low,0,0
TYR01756,Michelin,MIC-Grip-952,195/65 R15,195,65,15,summer,premium,city,1313.0,awd,rear_left,Czechia,Eastern Europe,Prague,49.99531,14.39656,continental,mountain,2021-07-22,summer,25291.0,7.53,6.05,5.76,6.2,5.91,1.4800000000000004,0.5851884069431815,101334.8851351351,76043.8851351351,C,B,72.0,5.16,270.63,2.6706498915857204,low,0,0
TYR01757,Goodyear,GOO-Tour-499,195/65 R15,195,65,15,all-season,premium,city,1325.0,awd,rear_right,Netherlands,Western Europe,Amsterdam,52.32948,4.88446,oceanic,rural,2022-04-04,spring,44720.0,7.47,4.59,4.42,4.51,4.51,2.88,0.6440071556350625,91148.05555555556,46428.05555555556,D,A,72.0,4.27,252.5,2.7702181737283356,low,0,0
TYR01758,Bridgestone,BRI-Tour-943,255/40 R19,255,40,19,all-season,mid-range,fleet,1553.0,awd,rear_right,Germany,Western Europe,Berlin,52.46098,13.40921,continental,rural,2023-02-27,winter,29264.0,8.09,5.4,5.07,5.37,5.4,2.6899999999999995,0.9192181519956258,70603.47955390337,41339.47955390336,B,C,75.9,6.89,288.73,4.08945850578886,low,0,0
TYR01759,Hankook,HAN-Sport-573,255/40 R19,255,40,19,winter,mid-range,fleet,1660.0,fwd,front_left,Norway,Northern Europe,Oslo,59.96732,10.67443,cold,rural,2019-07-30,summer,27156.0,8.44,4.86,4.66,4.8,4.84,3.579999999999999,1.3183090293121225,51884.648044692745,24728.64804469274,A,A,72.4,7.73,263.15,5.071827793325804,low,0,0
TYR01760,Continental,CON-Tour-868,205/55 R16,205,55,16,winter,premium,fleet,1945.0,awd,front_right,Poland,Eastern Europe,Warsaw,52.16809,20.98624,continental,rural,2024-01-25,winter,47269.0,8.51,4.68,4.59,4.75,4.46,3.83,0.8102561932767776,85281.6684073107,38012.6684073107,D,B,73.8,4.12,291.58,3.4190231669412854,low,0,0
TYR01761,Bridgestone,BRI-Drive-635,225/45 R17,225,45,17,winter,mid-range,city,1416.0,rwd,front_right,Czechia,Eastern Europe,Prague,50.10795,14.48547,continental,mountain,2024-07-26,summer,26706.0,7.45,5.03,4.94,5.01,4.82,2.42,0.9061634089717666,64557.89256198347,37851.89256198347,D,A,75.7,3.92,246.82,3.8232350872207084,low,0,0
TYR01762,Continental,CON-Sport-216,205/55 R16,205,55,16,all-season,premium,family,1586.0,awd,front_left,Spain,Southern Europe,Madrid,40.34593,-3.555,mediterranean,highway,2024-12-03,winter,25366.0,7.99,6.98,6.84,6.97,6.93,1.0099999999999998,0.3981707797839627,160483.90099009906,135117.90099009906,B,C,73.7,6.32,278.07,1.7326971632946242,low,0,0
TYR01763,Pirelli,PIR-Sport-772,255/40 R19,255,40,19,winter,premium,fleet,1720.0,fwd,rear_left,Spain,Southern Europe,Madrid,40.4478,-3.74193,mediterranean,mixed,2025-06-19,summer,15080.0,8.18,7.44,7.29,7.44,7.25,0.7399999999999993,0.49071618037135234,134089.72972972982,119009.72972972984,A,D,72.8,7.13,309.32,2.306813509308005,low,0,0
TYR01764,Goodyear,GOO-Drive-699,195/65 R15,195,65,15,winter,premium,ev,1824.0,awd,front_left,Czechia,Eastern Europe,Prague,50.02666,14.30587,continental,mixed,2022-07-16,summer,16756.0,7.53,6.36,6.17,6.25,6.33,1.17,0.698257340654094,84925.7094017094,68169.7094017094,A,D,75.8,6.65,290.06,3.4154557205754896,low,0,0
TYR01765,Pirelli,PIR-Grip-229,225/45 R17,225,45,17,summer,premium,suv,1781.0,awd,front_left,France,Western Europe,Lyon,45.84188,4.72233,temperate,mountain,2019-02-18,winter,28524.0,7.38,4.95,4.79,4.97,4.86,2.4299999999999997,0.8519141775347076,67847.2098765432,39323.20987654321,D,C,75.2,3.88,277.39,4.08845110218603,low,0,0
TYR01766,Michelin,MIC-Sport-585,195/65 R15,195,65,15,summer,premium,fleet,1837.0,fwd,front_left,Sweden,Northern Europe,Stockholm,59.15435,17.94479,cold,urban,2021-10-15,autumn,26025.0,8.63,7.58,7.44,7.57,7.48,1.0500000000000007,0.40345821325648445,174243.57142857133,148218.57142857133,E,B,72.5,3.35,291.92,1.6753559262280644,low,0,0
TYR01767,Goodyear,GOO-Sport-916,225/45 R17,225,45,17,winter,premium,city,1059.0,fwd,rear_right,Germany,Western Europe,Berlin,52.43856,13.40789,continental,urban,2025-06-08,summer,17176.0,8.49,6.98,6.46,6.94,6.94,1.5099999999999998,0.8791336748952024,78372.6092715232,61196.6092715232,A,B,73.8,7.32,295.95,3.776191742891657,low,0,0
TYR01768,Continental,CON-Eco-451,195/65 R15,195,65,15,winter,premium,suv,1921.0,fwd,front_right,Spain,Southern Europe,Madrid,40.28994,-3.67154,mediterranean,mixed,2021-05-19,spring,19701.0,8.35,7.23,6.74,7.22,7.2,1.1199999999999992,0.5684990609613721,118733.70535714293,99032.70535714293,C,A,72.6,5.88,276.14,2.325708602872197,low,0,0
TYR01769,BudgetRoad,BUD-Sport-510,205/55 R16,205,55,16,winter,budget,ev,2088.0,fwd,rear_right,Poland,Eastern Europe,Warsaw,52.30495,21.00443,continental,urban,2021-06-07,summer,27963.0,8.16,5.59,5.39,5.58,5.57,2.5700000000000003,0.9190716303687017,71376.37354085602,43413.37354085602,C,B,75.6,5.34,180.54,2.5294084168714237,low,0,0
TYR01770,Pirelli,PIR-Drive-192,205/55 R16,205,55,16,winter,premium,family,1734.0,awd,front_left,Czechia,Eastern Europe,Prague,49.93733,14.44376,continental,urban,2022-09-29,autumn,31434.0,8.37,6.24,5.87,6.29,6.09,2.129999999999999,0.6776102309601066,99909.94366197186,68475.94366197186,C,E,72.5,5.56,244.59,2.448104673419978,low,0,0
TYR01771,Bridgestone,BRI-Grip-465,235/45 R18,235,45,18,all-season,mid-range,family,1785.0,fwd,rear_left,Netherlands,Western Europe,Amsterdam,52.37935,4.86626,oceanic,mountain,2023-03-19,spring,18985.0,8.03,6.47,5.99,6.38,6.3,1.5599999999999996,0.8217013431656569,78252.27564102564,59267.27564102564,B,B,74.0,6.85,252.43,3.2258486789316767,low,0,0
TYR01772,Continental,CON-Grip-582,195/65 R15,195,65,15,winter,premium,suv,1537.0,fwd,rear_right,Netherlands,Western Europe,Amsterdam,52.18868,4.81074,oceanic,rural,2019-06-24,summer,44197.0,8.68,5.64,5.2,5.56,5.63,3.04,0.6878294906894133,102932.48684210525,58735.48684210525,C,D,72.7,6.12,286.16,2.7800746759277195,low,0,0
TYR01773,Goodyear,GOO-Tour-281,235/45 R18,235,45,18,summer,premium,family,1539.0,awd,rear_right,Norway,Northern Europe,Oslo,59.88565,10.80083,cold,mountain,2023-08-06,summer,13397.0,8.63,7.54,7.14,7.53,7.44,1.0900000000000007,0.813614988430246,86404.50458715591,73007.50458715591,A,D,75.1,6.97,301.85,3.4934521231531974,low,0,0
TYR01774,Continental,CON-Drive-431,235/45 R18,235,45,18,winter,premium,suv,1344.0,fwd,rear_right,Poland,Eastern Europe,Warsaw,52.15418,21.00271,continental,urban,2019-05-24,spring,26774.0,8.36,6.8,6.72,6.71,6.78,1.5599999999999996,0.5826548143721519,116020.66666666667,89246.66666666667,D,C,72.0,4.71,311.88,2.6881417678459583,low,0,0
TYR01775,Hankook,HAN-Sport-659,255/40 R19,255,40,19,all-season,mid-range,suv,1691.0,rwd,rear_left,France,Western Europe,Lyon,45.81737,4.81286,temperate,urban,2023-03-10,spring,24318.0,7.84,5.87,5.5,5.82,5.68,1.9699999999999998,0.8100995147627271,77027.57360406092,52709.57360406092,E,A,74.0,4.29,217.4,2.8223659376509116,low,0,0
TYR01776,Goodyear,GOO-Sport-993,235/45 R18,235,45,18,summer,premium,city,1270.0,rwd,front_right,Portugal,Southern Europe,Lisbon,38.70224,-9.19285,mediterranean,mountain,2023-09-16,autumn,26329.0,7.49,5.92,5.86,5.91,5.92,1.5700000000000003,0.5963006570701509,98775.67515923566,72446.67515923566,A,A,71.9,7.54,278.8,2.8225572697989483,low,0,0
TYR01777,Bridgestone,BRI-Grip-122,225/45 R17,225,45,17,all-season,mid-range,suv,1600.0,rwd,front_left,Spain,Southern Europe,Madrid,40.52626,-3.87091,mediterranean,rural,2025-06-29,summer,32168.0,8.31,6.07,5.85,6.01,6.03,2.24,0.6963441929868192,96360.39285714287,64192.39285714287,B,B,73.0,6.7,268.2,2.783301230388448,low,0,0
TYR01778,Yokohama,YOK-Eco-683,255/40 R19,255,40,19,summer,mid-range,ev,1755.0,rwd,rear_right,Czechia,Eastern Europe,Prague,50.14888,14.40366,continental,mixed,2025-10-21,autumn,17112.0,7.36,5.72,5.48,5.73,5.51,1.6400000000000006,0.9583917718560079,60100.682926829235,42988.682926829235,C,C,72.6,6.15,277.76,4.621578099838971,low,0,0
TYR01779,Goodyear,GOO-Grip-951,255/40 R19,255,40,19,all-season,premium,suv,1673.0,awd,rear_right,Italy,Southern Europe,Milan,45.49006,9.17533,mediterranean,mixed,2022-08-03,summer,32516.0,8.57,7.17,6.99,7.18,7.17,1.4000000000000004,0.43055726411612755,161883.22857142854,129367.22857142854,D,B,73.5,4.72,265.38,1.6393297955686934,low,0,0
TYR01780,BudgetRoad,BUD-Sport-673,205/55 R16,205,55,16,winter,budget,city,1226.0,rwd,rear_left,Netherlands,Western Europe,Amsterdam,52.38148,4.8245,oceanic,highway,2019-03-29,spring,57026.0,7.92,2.14,2.0,2.15,2.1,5.779999999999999,1.013572756286606,62353.688581314884,5327.68858131488,C,B,71.3,5.73,179.2,2.873927815293668,high,2,1
TYR01781,Continental,CON-Eco-619,235/45 R18,235,45,18,winter,premium,city,1373.0,fwd,rear_left,Spain,Southern Europe,Madrid,40.45834,-3.70275,mediterranean,highway,2025-08-16,summer,30123.0,8.42,6.49,6.36,6.45,6.31,1.9299999999999997,0.6407064369418716,106445.00518134717,76322.00518134717,B,B,72.7,6.54,283.43,2.662689522323089,low,0,0
TYR01782,Pirelli,PIR-Tour-879,255/40 R19,255,40,19,winter,premium,ev,2189.0,awd,rear_left,Norway,Northern Europe,Oslo,59.88779,10.75917,cold,rural,2021-06-30,summer,32953.0,7.52,3.74,3.52,3.62,3.59,3.7799999999999994,1.1470882772433464,51608.93121693122,18655.93121693122,C,A,73.0,4.9,327.72,6.350063686118068,medium,1,0
TYR01783,BudgetRoad,BUD-Tour-297,195/65 R15,195,65,15,winter,budget,city,1213.0,fwd,front_left,Norway,Northern Europe,Oslo,59.98895,10.84848,cold,rural,2019-02-21,winter,25236.0,8.2,5.66,5.34,5.68,5.62,2.539999999999999,1.0064986527183386,65573.85826771655,40337.858267716554,C,A,74.1,5.9,153.0,2.3332468767561485,low,0,0
TYR01784,Yokohama,YOK-Eco-368,195/65 R15,195,65,15,summer,mid-range,fleet,1636.0,fwd,rear_right,Poland,Eastern Europe,Warsaw,52.18789,21.1926,continental,highway,2022-11-29,autumn,25453.0,7.7,6.1,5.84,6.1,5.81,1.6000000000000005,0.6286095941539309,97039.56249999999,71586.56249999999,B,A,72.3,5.77,233.9,2.410357115944335,low,0,0
TYR01785,Goodyear,GOO-Tour-167,205/55 R16,205,55,16,summer,premium,fleet,1297.0,fwd,rear_left,Spain,Southern Europe,Madrid,40.44868,-3.64913,mediterranean,mountain,2024-03-06,spring,18825.0,8.76,7.23,6.77,7.29,7.05,1.5299999999999994,0.8127490039840635,88096.07843137257,69271.07843137257,A,B,74.5,7.1,264.63,3.003879454250038,low,0,0
TYR01786,Michelin,MIC-Grip-960,235/45 R18,235,45,18,all-season,premium,fleet,1769.0,awd,rear_left,Portugal,Southern Europe,Lisbon,38.73101,-9.13404,mediterranean,urban,2025-05-03,spring,8057.0,8.25,7.8,7.5,7.71,7.76,0.4500000000000002,0.5585205411443468,119064.55555555549,111007.55555555549,A,A,74.4,8.36,319.69,2.68501401200656,low,0,0
TYR01787,Continental,CON-Drive-128,195/65 R15,195,65,15,all-season,premium,ev,2158.0,awd,rear_left,Poland,Eastern Europe,Warsaw,52.20307,21.0608,continental,urban,2020-08-14,summer,12532.0,8.2,7.3,7.11,7.3,7.2,0.8999999999999995,0.718161506543249,91901.33333333336,79369.33333333336,A,B,72.7,7.76,292.19,3.1793880393465446,low,0,0
TYR01788,BudgetRoad,BUD-Drive-962,205/55 R16,205,55,16,all-season,budget,ev,1854.0,rwd,rear_right,Czechia,Eastern Europe,Prague,50.15787,14.28375,continental,highway,2021-01-20,winter,48562.0,7.84,3.07,3.04,3.08,3.02,4.77,0.982249495490301,63527.64779874214,14965.647798742137,A,A,72.4,7.4,169.47,2.667657403858034,medium,1,0
TYR01789,Goodyear,GOO-Sport-152,205/55 R16,205,55,16,winter,premium,city,1239.0,rwd,front_right,Germany,Western Europe,Berlin,52.4793,13.43479,continental,highway,2023-09-14,autumn,39687.0,7.63,4.51,4.24,4.47,4.34,3.12,0.7861516365560511,76702.75961538461,37015.75961538461,A,B,76.4,8.08,279.22,3.6402862348122826,low,0,0
TYR01790,Pirelli,PIR-Sport-508,225/45 R17,225,45,17,winter,premium,fleet,1551.0,rwd,front_left,Portugal,Southern Europe,Lisbon,38.56918,-8.93845,mediterranean,mountain,2021-05-31,spring,11351.0,7.74,7.13,6.88,7.09,6.97,0.6100000000000003,0.5373975861157609,114254.3278688524,102903.3278688524,A,A,72.7,7.62,296.03,2.590974062179946,low,0,0
TYR01791,Goodyear,GOO-Grip-171,195/65 R15,195,65,15,summer,premium,city,1458.0,fwd,rear_left,Norway,Northern Europe,Oslo,59.92764,10.85042,cold,highway,2023-05-21,spring,16092.0,7.39,6.11,5.82,6.07,5.79,1.2799999999999994,0.795426298782003,72791.15625000003,56699.15625000004,D,B,73.3,4.27,239.91,3.2958674152122693,low,0,0
TYR01792,Hankook,HAN-Eco-161,205/55 R16,205,55,16,winter,mid-range,fleet,1609.0,awd,front_left,Czechia,Eastern Europe,Prague,50.12075,14.44699,continental,urban,2022-10-20,autumn,29708.0,8.56,5.41,5.22,5.29,5.29,3.1500000000000004,1.0603204524033931,65640.53333333333,35932.53333333333,B,C,75.6,7.26,205.5,3.1306875426565703,low,0,0
TYR01793,BudgetRoad,BUD-Grip-870,205/55 R16,205,55,16,summer,budget,suv,1926.0,awd,front_left,Spain,Southern Europe,Madrid,40.4406,-3.76682,mediterranean,urban,2024-03-04,spring,15867.0,7.9,6.82,6.67,6.68,6.74,1.08,0.6806579693703914,92557.50000000001,76690.50000000001,B,B,72.6,6.2,141.31,1.5267266293925394,low,0,0
TYR01794,BudgetRoad,BUD-Drive-177,205/55 R16,205,55,16,summer,budget,city,1154.0,fwd,front_right,Portugal,Southern Europe,Lisbon,38.82574,-9.21968,mediterranean,rural,2023-04-09,spring,31059.0,8.38,6.57,6.5,6.58,6.16,1.8100000000000005,0.5827618403683313,116342.55248618784,85283.55248618784,C,C,72.3,5.15,186.49,1.6029388733081138,low,0,0
TYR01795,BudgetRoad,BUD-Drive-213,205/55 R16,205,55,16,summer,budget,city,1339.0,fwd,rear_left,Sweden,Northern Europe,Stockholm,59.34181,17.99524,cold,mixed,2022-02-18,winter,19405.0,8.36,5.93,5.58,6.02,5.85,2.4299999999999997,1.2522545735635144,53982.63374485597,34577.63374485597,D,D,72.3,4.42,158.72,2.940204821242619,low,0,0
TYR01796,Goodyear,GOO-Grip-944,255/40 R19,255,40,19,summer,premium,ev,1910.0,fwd,rear_right,Czechia,Eastern Europe,Prague,50.1694,14.28325,continental,mixed,2022-06-08,summer,43665.0,7.98,5.07,4.84,5.09,4.51,2.91,0.666437650291996,95732.88659793814,52067.88659793814,B,A,73.3,7.07,323.93,3.3836857062552705,low,0,0
TYR01797,Bridgestone,BRI-Grip-701,225/45 R17,225,45,17,summer,mid-range,family,1558.0,rwd,front_right,France,Western Europe,Lyon,45.8361,4.92394,temperate,urban,2023-06-16,summer,13859.0,7.41,6.64,6.45,6.76,6.57,0.7700000000000005,0.5555956418211996,104572.45454545447,90713.45454545447,A,B,71.6,7.35,269.81,2.5801249590323216,low,0,0
TYR01798,Continental,CON-Grip-484,205/55 R16,205,55,16,all-season,premium,city,1138.0,awd,rear_left,Germany,Western Europe,Berlin,52.53359,13.44299,continental,mixed,2024-01-02,winter,21947.0,8.08,6.65,6.18,6.7,6.65,1.4299999999999997,0.6515696906183076,99452.13986013988,77505.13986013988,D,B,73.5,4.1,281.39,2.829401161158728,low,0,0
TYR01799,Michelin,MIC-Drive-180,205/55 R16,205,55,16,all-season,premium,family,1567.0,rwd,rear_left,Czechia,Eastern Europe,Prague,50.1166,14.24913,continental,mixed,2020-01-22,winter,9461.0,7.52,6.79,6.45,6.59,6.55,0.7299999999999995,0.7715886269950318,76724.82191780825,67263.82191780825,A,A,75.8,6.64,296.8,3.8683700083129304,low,0,0
TYR01800,Bridgestone,BRI-Eco-234,255/40 R19,255,40,19,summer,mid-range,family,1591.0,rwd,rear_left,Norway,Northern Europe,Oslo,59.74207,10.77268,cold,mixed,2025-07-21,summer,49047.0,8.68,4.12,3.96,4.06,4.03,4.56,0.9297204722001345,76151.92105263157,27104.92105263158,C,A,74.3,5.66,282.72,3.7125786991585037,low,0,0
TYR01801,Continental,CON-Tour-850,255/40 R19,255,40,19,all-season,premium,city,1279.0,rwd,front_left,Spain,Southern Europe,Madrid,40.54109,-3.7605,mediterranean,highway,2023-10-27,autumn,21470.0,8.78,7.54,7.29,7.56,7.36,1.2399999999999993,0.5775500698649275,124318.22580645166,102848.22580645166,C,B,73.5,5.13,301.87,2.4282038940128925,low,0,0
TYR01802,Yokohama,YOK-Eco-612,225/45 R17,225,45,17,winter,mid-range,fleet,1714.0,rwd,rear_right,Czechia,Eastern Europe,Prague,50.06972,14.51524,continental,highway,2021-05-26,spring,13449.0,7.23,6.07,5.65,5.96,5.96,1.1600000000000001,0.8625176593055247,65274.02586206897,51825.02586206897,B,E,75.3,6.47,236.26,3.6195101631886892,low,0,0
TYR01803,Bridgestone,BRI-Eco-685,225/45 R17,225,45,17,winter,mid-range,suv,1564.0,fwd,front_right,Poland,Eastern Europe,Warsaw,52.14044,20.94593,continental,mountain,2025-04-02,spring,19255.0,8.62,6.78,6.56,6.72,6.67,1.839999999999999,0.9555959491041283,73462.01086956525,54207.010869565245,E,E,73.5,3.3,263.71,3.5897465489779155,low,0,0
TYR01804,BudgetRoad,BUD-Sport-943,225/45 R17,225,45,17,all-season,budget,fleet,1515.0,fwd,front_left,Portugal,Southern Europe,Lisbon,38.67605,-9.06132,mediterranean,mountain,2022-05-16,spring,29044.0,8.62,6.11,5.88,5.93,5.9,2.509999999999999,0.8642060322269656,81230.62948207173,52186.62948207173,A,B,73.1,6.74,166.5,2.0497194354101116,low,0,0
